,City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
221,Hyderabad,1,Gachibowli,16000,400 sqft,Flat,Unfurnished,East,Garden/Park,1,Unknown,Bachelors/Family,Immediately
222,Hyderabad,2, ,25000,1050 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
223,Hyderabad,2, ,27000,800 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Family,Immediately
224,Hyderabad,3,Chanda Nagar,30000,1321 sqft,House,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
225,Hyderabad,4,Miyapur,50000,2315 sqft,Villa,Semi-Furnished,East,Garden/Park,4,3,Bachelors,Immediately
226,Hyderabad,3, ,45000,1300 sqft,Flat,Furnished,East,Garden/Park,3,2,Bachelors,Immediately
227,Hyderabad,3, ,27000,1500 sqft,House,Semi-Furnished,East,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
228,Hyderabad,4,Manikonda,50000,28000 sqft,Flat,Furnished,West,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
229,Hyderabad,3, ,55000,1900 sqft,Flat,Semi-Furnished,East,Garden/Park,3,Unknown,Bachelors/Family,Immediately
230,Hyderabad,3,Kompally,35000,1700 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors,Immediately
231,Hyderabad,3,Nizampet,25000,1200 sqft,Flat,Unfurnished,East,Main Road,3,2,Bachelors,Immediately
232,Hyderabad,2, ,28500,900 sqft,House,Semi-Furnished,North,Garden/Park,2,3,Family,Immediately
233,Hyderabad,4,Manikonda,55000,2500 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
234,Hyderabad,2, ,14000,780 sqft,Flat,Unfurnished,North - East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
235,Hyderabad,3, ,18000,1300 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
236,Hyderabad,1, ,95000,520 sqft,House,Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
237,Hyderabad,2, ,33500,1100 sqft,Flat,Unfurnished,North,Main Road,2,2,Bachelors/Family,Immediately
238,Hyderabad,2, ,12500,1150 sqft,House,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
239,Hyderabad,3, ,30000,1750 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
240,Hyderabad,3,Madhapur,41000,1650 sqft,Flat,Semi-Furnished,West,Garden/Park,3,1,Bachelors,Immediately
241,Hyderabad,2, ,10000,1200 sqft,House,Unfurnished,East,"Garden/Park, Main Road",2,Unknown,Bachelors/Family,Immediately
242,Hyderabad,3, ,1 Lac,2350 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",4,1,Bachelors,Immediately
243,Hyderabad,3,Kukatpally,44000,2050 sqft,Flat,Semi-Furnished,East,Garden/Park,3,4,Family,Immediately
244,Hyderabad,3, ,31000,1550 sqft,Flat,Unfurnished,East,Main Road,3,1,Bachelors,Immediately
245,Hyderabad,3,Narsingi,63000,1600 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
246,Hyderabad,4, ,80000,3400 sqft,House,Semi-Furnished,North,"Garden/Park, Main Road",4,1,Bachelors/Family,Immediately
247,Hyderabad,3,Bachupally,25000,1650 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
248,Hyderabad,3, ,21000,1200 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
249,Hyderabad,4, ,36000,3000 sqft,House,Semi-Furnished,East,Main Road,4,2,Bachelors/Family,Immediately
250,Hyderabad,3,Miyapur,30000,1450 sqft,Flat,Semi-Furnished,East,Pool,2,2,Family,Immediately
251,Hyderabad,1, ,10000,80 sqft,Flat,Semi-Furnished,West,Main Road,1,1,Bachelors/Family,Immediately
252,Hyderabad,2, ,18500,1050 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
253,Hyderabad,3,Kompally,28000,1840 sqft,Flat,Furnished,North - East,Main Road,3,2,Bachelors/Family,Immediately
254,Hyderabad,3,Manikonda,32000,1450 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
255,Hyderabad,3,Bachupally,32000,1854 sqft,Villa,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
256,Hyderabad,4,Bachupally,32000,2131 sqft,Villa,Unfurnished,West,Garden/Park,3,2,Family,Immediately
257,Hyderabad,1, ,10000,399 sqft,House,Unfurnished,South,Main Road,1,1,Bachelors/Family,Immediately
258,Hyderabad,2, ,16500,1200 sqft,House,Semi-Furnished,West,Main Road,2,2,Bachelors/Family,Immediately
259,Hyderabad,3,Narsingi,75000,1800 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,2,Bachelors,Immediately
260,Hyderabad,3, ,85000,4900 sqft,Flat,Furnished,North - East,Main Road,3,Unknown,Bachelors/Family,Immediately
261,Hyderabad,3,Kokapet,85000,2000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,Bachelors/Family,Immediately
262,Hyderabad,2,Uppal,16000,1450 sqft,Villa,Semi-Furnished,North,"Garden/Park, Main Road",2,Unknown,Family,Immediately
263,Hyderabad,3, ,26000,1018 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
264,Hyderabad,3,Nalagandla,30000,1700 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
265,Hyderabad,3,Hitech City,75000,2595 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Family,Immediately
266,Hyderabad,2, ,20000,900 sqft,Flat,Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
267,Hyderabad,3, ,30000,1200 sqft,Flat,Semi-Furnished,South -West,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
268,Hyderabad,3, ,34000,1865 sqft,Flat,Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
269,Hyderabad,2, ,12500,800 sqft,Flat,Furnished,North,Main Road,2,1,Bachelors,Immediately
270,Hyderabad,1, ,9000,550 sqft,House,Unfurnished,East,Main Road,1,Unknown,Bachelors/Family,Immediately
271,Hyderabad,3,Nalagandla,60000,2040 sqft,Flat,Semi-Furnished,East,Garden/Park,3,Unknown,Family,From Mar '26
272,Hyderabad,4,Jubilee Hills,1.1 Lac,3400 sqft,House,Semi-Furnished,North,Main Road,5,3,Family,Immediately
273,Hyderabad,2,Uppal,12000,900 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
274,Hyderabad,3, ,55000,2300 sqft,Flat,Semi-Furnished,North - East,Main Road,3,2,Family,Immediately
275,Hyderabad,2, ,33000,1210 sqft,Flat,Furnished,West,"Main Road, Garden/Park, Pool",2,1,Bachelors/Family,Immediately
276,Hyderabad,3, ,1 Lac,3000 sqft,Flat,Furnished,North,Main Road,3,Unknown,Bachelors/Family,Immediately
277,Hyderabad,3,Kukatpally,45000,1585 sqft,Flat,Semi-Furnished,West,Garden/Park,4,3,Family,Immediately
278,Hyderabad,3,Narsingi,65000,1834 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
279,Hyderabad,4,Kompally,40000,2600 sqft,Villa,Semi-Furnished,East,Main Road,4,2,Family,Immediately
280,Hyderabad,3, ,28000,2500 sqft,House,Semi-Furnished,North,Garden/Park,3,3,Bachelors,Immediately
281,Hyderabad,2, ,22000,1200 sqft,Flat,Semi-Furnished,West,Garden/Park,2,3,Bachelors/Family,Immediately
282,Hyderabad,2,Chanda Nagar,18000,1100 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
283,Hyderabad,1,Nizampet,10000,1000 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
284,Hyderabad,1, ,14000,650 sqft,Flat,Unfurnished,South - East,Main Road,1,Unknown,Family,Immediately
285,Hyderabad,3,Nizampet,50000,2800 sqft,Villa,Unfurnished,East,Main Road,4,1,Bachelors,Immediately
286,Hyderabad,3,Nalagandla,47000,1500 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
287,Hyderabad,2,Uppal,15000,1200 sqft,House,Unfurnished,East,Main Road,2,2,Bachelors/Family,Immediately
288,Hyderabad,3, ,55000,2350 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors,Immediately
289,Hyderabad,3,Miyapur,29000,1632 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors,Immediately
290,Hyderabad,3,Kokapet,55000,1539 sqft,Flat,Furnished,North,Main Road,3,1,Family,Immediately
291,Hyderabad,2, ,23000,1050 sqft,Flat,Semi-Furnished,West,Garden/Park,2,Unknown,Bachelors,Immediately
292,Hyderabad,2, ,22000,1364 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Family,Immediately
293,Hyderabad,1,Hafeezpet,13000,300 sqft,Flat,Unfurnished,East,Main Road,1,Unknown,Family,Immediately
294,Hyderabad,4, ,50000,3000 sqft,Villa,Semi-Furnished,West,Garden/Park,5,2,Bachelors/Family,Immediately
295,Hyderabad,2,T Nagar,12000,1000 sqft,House,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
296,Hyderabad,2, ,35000,1800 sqft,House,Unfurnished,East,Main Road,3,1,Bachelors,Immediately
297,Hyderabad,3,T Nagar,30000,1380 sqft,Flat,Semi-Furnished,North,Main Road,3,2,Bachelors,Immediately
298,Hyderabad,2, ,15000,900 sqft,House,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
299,Hyderabad,2, ,12000,1265 sqft,House,Unfurnished,East,Main Road,3,3,Bachelors/Family,Immediately
300,Bangalore,4,Hebbal,3.5 Lac,3347 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
301,Bangalore,4,Whitefield,3.3 Lac,5000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",6,2,Bachelors/Family,Immediately
302,Bangalore,4,Rajajinagar,1.5 Lac,2800 sqft,Flat,Unfurnished,North,"Garden/Park, Main Road",4,3,Bachelors/Family,Immediately
303,Bangalore,4,Whitefield,1.4 Lac,3122 sqft,Flat,Semi-Furnished,South - East,"Pool, Garden/Park, Main Road",5,4,Bachelors,Immediately
304,Bangalore,3,Kanakapura Road,62000,1250 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
305,Bangalore,5,Bellandur,1.7 Lac,3400 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",5,3,Bachelors/Family,Immediately
306,Bangalore,2, ,55000,1008 sqft,Flat,Semi-Furnished,North - East,Main Road,2,Unknown,Bachelors/Family,Immediately
307,Bangalore,2, ,35000,1100 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,From Feb '26
308,Bangalore,3,Kanakapura Road,35000,2800 sqft,Flat,Semi-Furnished,North,Main Road,3,2,Bachelors/Family,Immediately
309,Bangalore,2,Bannerghatta Main Road,57000,867 sqft,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
310,Bangalore,2,Kanakapura Road,55000,1218 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
311,Bangalore,3, ,35000,1560 sqft,Flat,Semi-Furnished,North - East,Garden/Park,2,Unknown,Bachelors,Immediately
312,Bangalore,3, ,85000,1950 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
313,Bangalore,1,Whitefield,14800,500 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,From Jan '26
314,Bangalore,2, ,32000,1150 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,From Jan '26
315,Bangalore,1,Jayanagar,11000,168 sqft,House,Semi-Furnished,East,Main Road,1,Unknown,Bachelors,Immediately
316,Bangalore,2, ,38000,924 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
317,Bangalore,2, ,35000,626 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
318,Bangalore,1,BTM Layout,24990,550 sqft,Flat,Furnished,East,Main Road,1,Unknown,Bachelors/Family,Immediately
319,Bangalore,4,Rajajinagar,2.5 Lac,2900 sqft,Flat,Furnished,North - East,Garden/Park,3,3,Bachelors/Family,Immediately
320,Bangalore,2,Whitefield,55000,1251 sqft,Flat,Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
321,Bangalore,4,Whitefield,70000,2800 sqft,Villa,Semi-Furnished,North,Main Road,4,2,Bachelors/Family,Immediately
322,Bangalore,3, ,1.1 Lac,2800 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,3,Bachelors/Family,Immediately
323,Bangalore,2, ,21000,556 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
324,Bangalore,3, ,2.5 Lac,1831 sqft,Flat,Furnished,West,Main Road,4,1,Bachelors/Family,Immediately
325,Bangalore,4,Bellandur,2.7 Lac,3200 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",5,3,Bachelors/Family,Immediately
326,Bangalore,4, ,55000,3000 sqft,Villa,Semi-Furnished,East,Main Road,4,2,Bachelors/Family,Immediately
327,Bangalore,3, ,1.4 Lac,1330 sqft,Flat,Furnished,North - West,Garden/Park,3,2,Family,Immediately
328,Bangalore,1,Whitefield,48000,613 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",1,1,Bachelors,Immediately
329,Bangalore,3, ,1.5 Lac,2500 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Family,Immediately
330,Bangalore,4,Sarjapur,90000,1490 sqft,Flat,Semi-Furnished,East,Pool,4,2,Bachelors,Immediately
331,Bangalore,3, ,45000,980 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
332,Bangalore,5,Whitefield,1 Lac,5000 sqft,Villa,Semi-Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
333,Bangalore,4,Hebbal,1.7 Lac,3000 sqft,Flat,Semi-Furnished,West,Main Road,4,2,Bachelors/Family,Immediately
334,Bangalore,3, ,75000,1239 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
335,Bangalore,5, ,2.5 Lac,4300 sqft,Flat,Semi-Furnished,North - East,Pool,4,4,Bachelors/Family,Immediately
336,Bangalore,3, ,80000,1330 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
337,Bangalore,3,Hebbal,80000,1400 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Family,Immediately
338,Bangalore,5,Hebbal,5 Lac,8000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",5,3,Bachelors/Family,Immediately
339,Bangalore,3, ,55000,1445 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
340,Bangalore,3,Sarjapur,65000,1228 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
341,Bangalore,1, ,23000,500 sqft,Flat,Semi-Furnished,North,Garden/Park,1,1,Bachelors/Family,Immediately
342,Bangalore,3, ,1.4 Lac,2047 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",4,1,Bachelors,Immediately
343,Bangalore,2, ,25000,977 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",2,1,Bachelors/Family,Immediately
344,Bangalore,3, ,34000,1610 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,4,Bachelors/Family,Immediately
345,Bangalore,4,Rajajinagar,3.2 Lac,2500 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",4,4,Bachelors/Family,Immediately
346,Bangalore,1, ,34000,400 sqft,Flat,Semi-Furnished,West,Garden/Park,1,1,Bachelors/Family,Immediately
347,Bangalore,3, ,95000,1900 sqft,Flat,Semi-Furnished,West,Main Road,3,2,Bachelors/Family,Immediately
348,Bangalore,2,Sarjapur,43000,1000 sqft,Flat,Semi-Furnished,South,Garden/Park,2,2,Bachelors,Immediately
349,Bangalore,2,HSR Layout,43000,1300 sqft,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors,Immediately
350,Bangalore,3, ,2.3 Lac,2400 sqft,House,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
351,Bangalore,2, ,25000,631 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
352,Bangalore,3,Sarjapur,1 Lac,2669 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,3,Bachelors,From Feb '26
353,Bangalore,3,Hebbal,35000,1465 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Family,Immediately
354,Bangalore,3,Whitefield,64000,1650 sqft,Flat,Semi-Furnished,North,Main Road,3,2,Bachelors/Family,Immediately
355,Bangalore,3,Jayanagar,76000,1850 sqft,Flat,Unfurnished,North,Garden/Park,3,2,Bachelors,Immediately
356,Bangalore,3,Whitefield,70000,1740 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
357,Bangalore,2,Bellandur,40000,1180 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
358,Bangalore,2,Whitefield,25000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
359,Bangalore,3, ,1.4 Lac,2560 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors,Immediately
360,Bangalore,2, ,35000,1180 sqft,Flat,Semi-Furnished,West,Pool,2,2,Bachelors/Family,Immediately
361,Bangalore,3, ,1 Lac,1440 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
362,Bangalore,4,Whitefield,1.5 Lac,1950 sqft,Flat,Semi-Furnished,South,Garden/Park,4,2,Family,Immediately
363,Bangalore,4,Devanahalli,95000,3090 sqft,Villa,Semi-Furnished,East,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
364,Bangalore,3,Hebbal,65000,1250 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
365,Bangalore,2,Whitefield,39000,823 sqft,Flat,Furnished,West,"Garden/Park, Main Road",1,Unknown,Bachelors/Family,Immediately
366,Bangalore,2, ,32000,1085 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,From Feb '26
367,Bangalore,3, ,68000,1500 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool",2,2,Bachelors,Immediately
368,Bangalore,1, ,39000,900 sqft,Flat,Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
369,Bangalore,2, ,31000,706 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
370,Bangalore,3, ,85000,3200 sqft,Villa,Semi-Furnished,West,Garden/Park,3,3,Bachelors/Family,Immediately
371,Bangalore,2, ,23000,466 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
372,Bangalore,3, ,55000,1800 sqft,Flat,Semi-Furnished,East,Main Road,3,4,Bachelors/Family,Immediately
373,Bangalore,3, ,66000,1602 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Family,From Jan '26
374,Bangalore,2, ,36000,690 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
375,Bangalore,2, ,65000,1180 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
376,Bangalore,2,Whitefield,45000,1090 sqft,Flat,Semi-Furnished,West,Garden/Park,2,2,Bachelors/Family,From Feb '26
377,Bangalore,3,Whitefield,66500,1936 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
378,Bangalore,1,HSR Layout,35000,650 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
379,Bangalore,2,Whitefield,45000,1216 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
380,Bangalore,4,Sarjapur,2.2 Lac,3708 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,2,Bachelors,Immediately
381,Bangalore,4, ,1 Lac,2100 sqft,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
382,Bangalore,3, ,48000,1020 sqft,Flat,Semi-Furnished,North - West,Main Road,2,2,Bachelors/Family,Immediately
383,Bangalore,3, ,75000,1985 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,2,Bachelors,Immediately
384,Bangalore,3, ,55000,1535 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
385,Bangalore,2, ,50000,1274 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
386,Bangalore,1,Sarjapur,30000,600 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
387,Bangalore,3, ,75000,2164 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
388,Bangalore,2, ,35000,980 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
389,Bangalore,3,Sarjapur,1.1 Lac,3700 sqft,Villa,Semi-Furnished,East,Main Road,3,2,Family,Immediately
390,Bangalore,3, ,1.1 Lac,2200 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
391,Bangalore,3, ,23000,466 sqft,Flat,Semi-Furnished,East,Main Road,2,3,Bachelors/Family,Immediately
392,Bangalore,1, ,22000,500 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",1,2,Bachelors,Immediately
393,Bangalore,2,HSR Layout,53000,1200 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors/Family,From Feb '26
394,Bangalore,4,T Nagar,1.2 Lac,3500 sqft,House,Semi-Furnished,North,Main Road,4,4,Bachelors/Family,Immediately
395,Bangalore,3,Hebbal,77000,1453 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
396,Bangalore,2, ,38000,1150 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,1,Family,From Feb '26
397,Bangalore,3, ,78000,1650 sqft,Flat,Furnished,North - East,Garden/Park,2,3,Family,From Feb '26
398,Bangalore,1,Whitefield,38000,782 sqft,Flat,Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
399,Bangalore,2,Electronic City,40500,1128 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
400,Bangalore,2, ,38000,780 sqft,Flat,Semi-Furnished,West,Main Road,2,1,Bachelors/Family,Immediately
401,Bangalore,3, ,43000,1571 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
402,Bangalore,3,Whitefield,65000,1817 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",3,1,Bachelors/Family,Immediately
403,Bangalore,2, ,26000,971 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors/Family,Immediately
404,Bangalore,3, ,63000,1510 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
405,Bangalore,2,Whitefield,34000,1000 sqft,House,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
406,Bangalore,2,JP Nagar,40000,850 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
407,Bangalore,4,Sarjapur,1.3 Lac,3548 sqft,Villa,Unfurnished,East,"Garden/Park, Pool, Main Road",4,3,Bachelors,Immediately
408,Bangalore,3,Whitefield,95000,1800 sqft,Flat,Semi-Furnished,North - East,Garden/Park,3,2,Bachelors/Family,Immediately
409,Bangalore,3,Jayanagar,60000,1800 sqft,Flat,Unfurnished,East,Main Road,3,3,Family,Immediately
410,Bangalore,4, ,1.3 Lac,2226 sqft,Villa,Semi-Furnished,North - East,"Garden/Park, Pool",5,2,Bachelors,Immediately
411,Bangalore,1,Whitefield,48000,420 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors,Immediately
412,Bangalore,2, ,40000,1100 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
413,Bangalore,4,Hebbal,3 Lac,3200 sqft,Flat,Semi-Furnished,North,Garden/Park,4,3,Bachelors/Family,Immediately
414,Bangalore,3,Whitefield,59000,1240 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors/Family,Immediately
415,Bangalore,3, ,69000,1500 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,2,Family,Immediately
416,Bangalore,3,Sarjapur,60000,1450 sqft,Flat,Semi-Furnished,North - East,"Pool, Garden/Park",3,3,Bachelors,Immediately
417,Bangalore,3, ,60000,1700 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors,Immediately
418,Bangalore,2,Indiranagar,36000,1050 sqft,Flat,Semi-Furnished,South - East,Main Road,2,2,Bachelors/Family,Immediately
419,Bangalore,3, ,77000,1950 sqft,Flat,Unfurnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
420,Bangalore,2, ,50000,100 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
421,Bangalore,5,Indiranagar,3 Lac,5400 sqft,House,Semi-Furnished,North,"Garden/Park, Main Road",5,3,Bachelors/Family,Immediately
422,Bangalore,3,Indiranagar,75000,1400 sqft,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,3,Bachelors,From Jan '26
423,Bangalore,3,Whitefield,84000,1300 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
424,Bangalore,2,Banashankari,29000,700 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
425,Bangalore,3,Whitefield,85000,1900 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
426,Bangalore,2, ,57000,1100 sqft,Flat,Furnished,North,Main Road,2,2,Bachelors/Family,Immediately
427,Bangalore,3,Whitefield,48000,1650 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
428,Bangalore,4,JP Nagar,1.3 Lac,2975 sqft,House,Semi-Furnished,East,Main Road,4,2,Family,Immediately
429,Bangalore,2,Marathahalli,52000,1240 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors,Immediately
430,Bangalore,2,Indiranagar,75000,1250 sqft,House,Furnished,North - East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
431,Bangalore,3, ,20000,975 sqft,Flat,Semi-Furnished,North - East,Main Road,2,4,Family,From Feb '26
432,Bangalore,3, ,49900,1906 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
433,Bangalore,3,Banashankari,39000,1350 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
434,Bangalore,5,Sarjapur,1.5 Lac,5516 sqft,Villa,Semi-Furnished,East,Garden/Park,4,3,Bachelors,Immediately
435,Bangalore,3, ,82000,2233 sqft,Flat,Furnished,North,Garden/Park,4,2,Family,Immediately
436,Bangalore,4, ,1.5 Lac,4000 sqft,Villa,Unfurnished,East,Main Road,5,3,Bachelors/Family,Immediately
437,Bangalore,1,HSR Layout,40000,650 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",1,1,Bachelors/Family,Immediately
