City,BHK,Location,Price,Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Hyderabad,3,Nalagandla,54000,1212,Flat,Semi-Furnished,West,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Hyderabad,3,Kokapet,80000,2048,Flat,Furnished,East,Main Road,3,1,Bachelors,Immediately
Hyderabad,3,Gachibowli,70000,2490,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Hyderabad,2,Uppal,18000,2500,House,Unfurnished,East,Main Road,2,1,Bachelors/Family,From Feb '26
Hyderabad,3,Tellapur,50000,2500,Villa,Semi-Furnished,East,Main Road,4,1,Bachelors/Family,Immediately
Hyderabad,3,Kondapur,38000,2100,Flat,Unfurnished,North,Main Road,3,1,Bachelors/Family,Immediately
Hyderabad,3,Kondapur,25000,1500,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Hyderabad,3,Kokapet,63000,2235,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Hyderabad,3,Manikonda,45000,1700,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
Hyderabad,4,Kondapur,75000,2800,Villa,Semi-Furnished,West,"Garden/Park, Pool, Main Road",4,1,Bachelors/Family,Immediately
Hyderabad,1,Kondapur,10000,750,Flat,Unfurnished,West,Main Road,1,1,Family,Immediately
Hyderabad,3,Nizampet,26000,1700,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Hyderabad,2,Shamshabad,17000,1700,Flat,Unfurnished,East,Main Road,2,3,Bachelors/Family,Immediately
Hyderabad,3,Kondapur,55000,1686,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Hyderabad,3,Gachibowli,70000,2190,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Hyderabad,1,Kondapur,7000,1100,House,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Hyderabad,2,Kondapur,17000,1000,House,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Hyderabad,1,Kondapur,12500,800,Flat,Unfurnished,North - East,Main Road,1,1,Bachelors/Family,Immediately
Hyderabad,3,Miyapur,50000,1495,Flat,Semi-Furnished,East,Garden/Park,2,3,Bachelors,Immediately
Hyderabad,2,Kondapur,25000,1210,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,From Mar '26
Hyderabad,3,Narsingi,70000,1660,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
Hyderabad,2,Kondapur,22000,1362,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Hyderabad,1,Gachibowli,14000,710,Flat,Furnished,North - East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Hyderabad,3,Whitefield,42000,2000,Flat,Furnished,East,Garden/Park,3,2,Bachelors,From Feb '26
Bangalore,3,Rajajinagar,55000,1500,Flat,Unfurnished,East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Bangalore,3,Whitefield,80000,1320,Flat,Furnished,North,"Garden/Park, Pool",3,2,Family,Immediately
Bangalore,3,Kanakapura Road,68000,1200,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Bangalore,4,Whitefield,150000,2300,Villa,Furnished,East,Garden/Park,4,2,Family,Immediately
Bangalore,2,Kanakapura Road,40000,1280,Flat,Semi-Furnished,South,"Pool, Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,3,Kanakapura Road,65000,1710,Flat,Semi-Furnished,East,"Pool, Main Road",3,1,Bachelors,Immediately
Bangalore,4,Whitefield,110000,1850,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",4,3,Bachelors,Immediately
Bangalore,2,Bannerghatta Main Road,57000,867,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,Whitefield,55000,1300,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,2,Family,Immediately
Bangalore,1,BTM Layout,29998,599,Flat,Furnished,North - East,Main Road,1,1,Bachelors/Family,Immediately
Bangalore,4,Whitefield,70000,2800,Villa,Semi-Furnished,North,Main Road,4,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,110000,2800,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,3,Bachelors/Family,Immediately
Bangalore,2,Whitefield,37000,626,Flat,Unfurnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,3,Sarjapur,50000,868,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,2,Whitefield,40890,1100,Flat,Semi-Furnished,North,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,2,Whitefield,35000,1200,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,70000,1405,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,From Feb '26
Bangalore,3,Whitefield,60000,1991,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,3,Varthur,65000,1034,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,45000,980,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Bangalore,4,Sarjapur,90000,1490,Flat,Semi-Furnished,East,Pool,4,2,Bachelors,Immediately
Bangalore,3,Whitefield,75000,1239,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,3,Sarjapur,45000,1120,Flat,Semi-Furnished,North - East,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,44000,1655,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield,72000,1300,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,Sarjapur,45000,1415,Flat,Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,3,Hebbal,52000,2038,Flat,Semi-Furnished,South,Garden/Park,3,3,Bachelors,Immediately
Bangalore,3,Sarjapur,65000,1228,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,1,Whitefield,23000,500,Flat,Semi-Furnished,North,Garden/Park,1,1,Bachelors/Family,Immediately
Bangalore,3,Yelahanka,50000,1200,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
Bangalore,3,Whitefield,42000,1415,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,67000,1128,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors,Immediately
Bangalore,3,Whitefield,50000,1730,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,From Mar '26
Bangalore,3,Whitefield,85000,1312,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield,70000,1379,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,2,Electronic City,24000,900,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,2,Bannerghatta Main Road,55000,772,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Bangalore,3,Whitefield,90000,1850,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors,Immediately
Bangalore,3,Whitefield,130000,1408,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,65000,1750,Flat,Semi-Furnished,West,Garden/Park,2,2,Bachelors,Immediately
Bangalore,2,Whitefield,32000,1160,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Bangalore,3,Sarjapur,60000,1228,Flat,Semi-Furnished,West,Pool,3,2,Bachelors,Immediately
Bangalore,1,Whitefield,30000,675,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",1,1,Bachelors/Family,Immediately
Bangalore,2,Whitefield,25000,1050,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Bangalore,3,Whitefield,85000,1400,Flat,Furnished,East,"Garden/Park, Pool",2,2,Bachelors,Immediately
Bangalore,2,Whitefield,30000,640,Flat,Semi-Furnished,North,Pool,2,1,Family,From Feb '26
Bangalore,2,Whitefield,36000,925,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,From Feb '26
Bangalore,3,Banashankari,70000,1700,Flat,Semi-Furnished,North,Garden/Park,3,1,Family,Immediately
Bangalore,3,Hebbal,65000,1250,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,Whitefield,32000,1085,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,From Feb '26
Bangalore,1,HSR Layout,30000,600,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Bangalore,2,Whitefield,45000,1300,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,54000,1100,Flat,Semi-Furnished,West,Pool,3,1,Bachelors/Family,Immediately
Bangalore,2,Whitefield,36000,690,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,65000,1760,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,4,Whitefield,100000,2100,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,48000,1020,Flat,Semi-Furnished,North - West,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,45000,1500,Flat,Semi-Furnished,North,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,HSR Layout,42000,1250,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,90000,1330,Flat,Semi-Furnished,North - West,"Garden/Park, Pool",4,2,Bachelors,Immediately
Bangalore,2,Sarjapur,52000,800,Flat,Semi-Furnished,East,Main Road,2,1,Family,Immediately
Bangalore,3,Whitefield,23000,466,Flat,Semi-Furnished,East,Main Road,2,3,Bachelors/Family,Immediately
Bangalore,2,Whitefield,55000,1250,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,2,Family,From Feb '26
Bangalore,3,Whitefield,43000,1571,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Bangalore,3,Electronic City,50000,1710,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
Bangalore,3,Whitefield,65000,1817,Flat,Semi-Furnished,East,"Pool, Garden/Park",3,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,83000,1300,Flat,Semi-Furnished,North,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,1,HSR Layout,25000,500,House,Semi-Furnished,North,Main Road,1,1,Bachelors,Immediately
Bangalore,3,Sarjapur,69500,1560,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,From Feb '26
Bangalore,3,Whitefield,70000,1740,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,Whitefield,74000,1015,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Bangalore,3,Electronic City,42000,1674,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,3,Basavanagudi,110000,2200,Flat,Furnished,East,"Garden/Park, Main Road",3,3,Family,Immediately
Bangalore,3,JP Nagar,47000,1100,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Bangalore,4,Whitefield,52500,2695,Villa,Semi-Furnished,East,"Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Bangalore,2,Whitefield,40000,1096,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,110000,1600,Flat,Furnished,East,"Garden/Park, Main Road",3,3,Family,Immediately
Bangalore,3,Koramangala,90000,1800,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
Bangalore,3,Marathahalli,65000,1975,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield,57000,1000,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,65000,1900,Flat,Furnished,North,Pool,3,2,Bachelors/Family,Immediately
Bangalore,2,Whitefield,43000,951,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,2,Whitefield,35000,1050,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Bangalore,4,Sarjapur,100000,1538,Flat,Unfurnished,North,"Garden/Park, Pool",4,2,Bachelors,Immediately
Bangalore,2,Sarjapur,60000,1350,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,From Feb '26
Bangalore,3,Whitefield,65000,1790,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,98000,1959,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,3,Bachelors/Family,Immediately
Bangalore,3,Rajajinagar,160000,1500,Flat,Semi-Furnished,West,"Garden/Park, Pool",3,2,Bachelors,Immediately
Bangalore,3,Whitefield,90000,2072,Flat,Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,4,Indiranagar,85000,2000,Flat,Semi-Furnished,East,"Garden/Park, Main Road",4,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield,49900,1906,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,Whitefield,75000,1600,Flat,Semi-Furnished,North - West,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield,47000,1088,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,2,Whitefield,40000,1175,Flat,Semi-Furnished,West,Garden/Park,2,1,Family,Immediately
Bangalore,3,Whitefield,86000,1836,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",3,3,Family,From Feb '26
Bangalore,1,Whitefield,18000,650,House,Semi-Furnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
Bangalore,3,Sarjapur,75000,1536,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,From Feb '26
Bangalore,2,Whitefield,15000,758,Flat,Semi-Furnished,East,Main Road,2,2,Family,Immediately
Bangalore,2,Whitefield,48000,1242,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,From Feb '26
Bangalore,2,BTM Layout,43000,1500,Flat,Semi-Furnished,North - East,Main Road,2,1,Bachelors,Immediately
Bangalore,3,Jayanagar,65000,1500,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,Koramangala,110000,1895,Flat,Unfurnished,East,"Garden/Park, Pool",3,3,Bachelors,Immediately
Bangalore,3,Whitefield,70000,1500,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors/Family,From Feb '26
Bangalore,2,HSR Layout,37000,1200,Flat,Semi-Furnished,South - East,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,3,Marathahalli,95000,1710,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield,95000,2180,Flat,Furnished,East,Garden/Park,3,2,Family,Immediately
Bangalore,3,Indiranagar,120000,1960,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,40000,1100,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,2,Whitefield,46000,800,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,Sarjapur,55000,1200,Flat,Semi-Furnished,East,"Main Road, Pool, Garden/Park",2,2,Bachelors,From Feb '26
Bangalore,1,HSR Layout,30000,570,Flat,Semi-Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
Bangalore,2,Bellandur,56000,1320,Flat,Semi-Furnished,West,Garden/Park,2,2,Bachelors,Immediately
Bangalore,3,Whitefield,92500,1500,Flat,Furnished,North,Garden/Park,4,2,Family,Immediately
Bangalore,3,Jayanagar,130000,2307,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
Bangalore,2,Electronic City,27500,1150,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Bangalore,3,Whitefield,55000,1255,Flat,Semi-Furnished,North - West,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,2,Whitefield,45000,900,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,3,Sarjapur,69400,1665,Flat,Semi-Furnished,East,"Pool, Garden/Park",3,2,Bachelors,Immediately
Bangalore,2,HSR Layout,19000,850,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors,From Feb '26
Bangalore,3,Sarjapur,130000,1800,Villa,Semi-Furnished,West,"Pool, Main Road",3,2,Bachelors,From Feb '26
Bangalore,3,Hebbal,70000,1400,Flat,Unfurnished,West,"Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,2,Whitefield,35000,1160,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,Electronic City,35000,800,Flat,Semi-Furnished,North - East,Garden/Park,2,1,Family,Immediately
Bangalore,3,Whitefield,41000,1280,Flat,Semi-Furnished,North,Garden/Park,2,2,Family,Immediately
Bangalore,2,Hebbal,52000,1150,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Bangalore,3,Sarjapur,85000,2400,Villa,Semi-Furnished,North,"Main Road, Garden/Park, Pool",4,3,Bachelors/Family,Immediately
Bangalore,1,Whitefield,35000,500,Flat,Semi-Furnished,East,"Garden/Park, Pool",1,1,Bachelors,Immediately
Bangalore,2,Varthur,52000,1242,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Bangalore,2,Whitefield,52000,1204,Flat,Semi-Furnished,West,Garden/Park,2,1,Family,Immediately
Bangalore,2,Sarjapur,58000,1350,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Bangalore,2,Varthur,47000,880,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,65000,1800,Flat,Furnished,West,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,2,Whitefield,50000,877,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Bangalore,3,Bannerghatta Main Road,49000,1530,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,4,Sarjapur,60000,2500,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,2,Bachelors/Family,Immediately
Bangalore,3,Koramangala,130000,1800,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
Bangalore,1,Whitefield,25000,608,Flat,Furnished,North,Main Road,1,1,Bachelors/Family,Immediately
Bangalore,3,Sarjapur,63000,1112,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,Whitefield,130000,2279,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Bachelors,Immediately
Bangalore,3,Jayanagar,70000,2100,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,2,Whitefield,32000,980,Flat,Furnished,West,Main Road,2,2,Bachelors,Immediately
Bangalore,3,Whitefield,64000,1920,Flat,Furnished,East,"Garden/Park, Pool",4,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,70000,1386,Flat,Semi-Furnished,West,Garden/Park,2,2,Bachelors/Family,From Feb '26
Bangalore,3,Whitefield,90000,1860,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,Whitefield,68000,1700,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,73000,1085,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Bangalore,3,Rajajinagar,120000,2001,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,35000,1300,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors,Immediately
Bangalore,2,Whitefield,52000,800,Flat,Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,Whitefield,40000,800,Flat,Semi-Furnished,North,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,70000,1396,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,70000,1316,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,95000,1450,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,2,Whitefield,60000,1100,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Bangalore,3,Sarjapur,65000,1088,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,2,Sarjapur,22000,915,Flat,Semi-Furnished,North,"Garden/Park, Pool",2,1,Bachelors,Immediately
Bangalore,2,Whitefield,85000,1200,Flat,Unfurnished,East,"Garden/Park, Main Road",2,3,Bachelors,Immediately
Bangalore,2,Whitefield,36000,940,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,Hebbal,73000,1211,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,Whitefield,39000,1007,Flat,Semi-Furnished,North,Garden/Park,2,2,Bachelors,Immediately
Bangalore,2,Banashankari,35000,650,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Bangalore,1,Yelahanka,25000,706,Flat,Semi-Furnished,East,"Pool, Garden/Park",1,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,60000,1099,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,2,Sarjapur,30000,700,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Bangalore,3,Whitefield,35000,1396,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
Bangalore,2,Whitefield,50000,900,Flat,Furnished,South,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,Koramangala,120000,2100,Flat,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,2,Whitefield,43500,789,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,60000,1500,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,2,Family,From Feb '26
Bangalore,3,Whitefield,63000,1650,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield,32000,1431,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,66500,1936,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,60000,2100,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Bangalore,2,Sarjapur,45000,998,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,3,Kanakapura Road,45500,1280,Flat,Semi-Furnished,South,"Pool, Main Road",2,1,Bachelors,Immediately
Bangalore,2,Whitefield,32000,1050,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,50000,1550,Flat,Semi-Furnished,West,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,1,Whitefield,15000,700,House,Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,60000,1800,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,30000,695,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,Whitefield,42000,1313,Flat,Unfurnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,2,Whitefield,18000,700,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
Bangalore,1,Whitefield,14000,300,Flat,Semi-Furnished,East,Main Road,1,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,33000,1333,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Bangalore,3,Devanahalli,30000,1430,Flat,Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,3,Whitefield,110000,1700,Villa,Furnished,North - East,Garden/Park,3,2,Family,Immediately
Bangalore,3,Koramangala,120000,1700,Flat,Furnished,West,Main Road,3,2,Bachelors/Family,Immediately
Bangalore,4,Hebbal,120000,1738,Flat,Semi-Furnished,North,Garden/Park,4,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,46000,1245,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,55000,1535,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,50000,989,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,3,Bachelors,Immediately
Bangalore,1,Whitefield,33000,782,Flat,Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
Bangalore,2,Whitefield,45000,1000,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Bangalore,3,Whitefield,90000,2500,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Bangalore,2,Whitefield,46000,690,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,Hebbal,150000,1000,Flat,Semi-Furnished,North - East,Garden/Park,3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield,60000,1586,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,BTM Layout,23000,1000,Flat,Semi-Furnished,West,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,4,Whitefield,130000,2775,Villa,Semi-Furnished,North,"Garden/Park, Pool, Main Road",4,3,Bachelors,Immediately
Bangalore,3,Bellandur,86000,1190,Flat,Semi-Furnished,East,Main Road,3,2,Family,Immediately
Bangalore,4,Yelahanka,50000,2000,House,Unfurnished,East,Main Road,3,1,Bachelors/Family,From Mar '26
Bangalore,1,HSR Layout,33000,650,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,3,Bannerghatta Main Road,70000,1400,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",4,2,Bachelors,Immediately
Bangalore,3,Whitefield,20000,950,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,3,Whitefield,130000,2000,Flat,Unfurnished,East,Main Road,4,1,Bachelors/Family,Immediately
Bangalore,3,Sarjapur,30000,1450,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
